age,height_cm,weight_kg,work_rate_att,overall
35,168.0,71.0,High,77
25,187.0,85.0,High,77
26,177.0,67.0,High,77
26,189.0,93.0,Medium,77
33,194.0,88.0,Medium,77
29,194.0,82.0,Medium,77
26,181.0,78.0,High,77
31,187.0,80.0,Low,77
27,185.0,86.0,Medium,77
28,186.0,81.0,Medium,77
20,180.0,75.0,Medium,77
26,180.0,67.0,Medium,77
31,175.0,76.0,Medium,77
29,186.0,73.0,High,77
25,186.0,81.0,Medium,77
29,176.0,75.0,Medium,77
29,168.0,65.0,High,77
26,187.0,80.0,Medium,77
26,180.0,77.0,Medium,77
31,181.0,82.0,Medium,77
24,185.0,79.0,Medium,77
24,176.0,67.0,Medium,77
29,168.0,73.0,High,77
26,185.0,76.0,Low,77
25,183.0,72.0,High,77
24,186.0,77.0,High,77
27,183.0,75.0,Medium,77
29,187.0,71.0,Medium,77
31,188.0,78.0,Medium,77
25,185.0,83.0,Low,77
23,196.0,91.0,Medium,77
35,188.0,86.0,Low,77
26,180.0,82.0,Low,77
30,189.0,89.0,Medium,77
29,183.0,78.0,Medium,77
33,177.0,74.0,High,77
21,183.0,71.0,Medium,77
28,178.0,73.0,High,77
24,180.0,70.0,Medium,77
27,183.0,81.0,Medium,77
31,173.0,78.0,High,77
33,178.0,70.0,High,77
26,177.0,76.0,High,77
23,173.0,69.0,High,77
29,185.0,74.0,Medium,77
30,186.0,80.0,Medium,77
33,186.0,80.0,Medium,77
25,182.0,72.0,Medium,77
30,176.0,76.0,Medium,77
26,170.0,67.0,High,77
27,194.0,86.0,Medium,77
30,185.0,80.0,Medium,77
26,180.0,76.0,High,77
29,187.0,74.0,Medium,77
26,178.0,75.0,Medium,77
30,197.0,91.0,Medium,77
20,169.0,70.0,Medium,77
23,184.0,85.0,Medium,77
36,191.0,89.0,Medium,77
29,184.0,82.0,Medium,77
33,194.0,89.0,Medium,77
29,177.0,76.0,Medium,77
27,182.0,71.0,Medium,77
30,192.0,77.0,Medium,77
30,192.0,87.0,Medium,77
25,180.0,74.0,Medium,77
25,180.0,77.0,Medium,77
24,169.0,64.0,Medium,77
34,196.0,96.0,Low,77
25,185.0,75.0,High,77
38,177.0,68.0,Low,77
22,175.0,73.0,High,77
26,175.0,73.0,High,77
25,187.0,85.0,High,77
34,185.0,83.0,Medium,77
28,188.0,85.0,Medium,77
23,171.0,65.0,High,77
30,176.0,76.0,Medium,77
33,183.0,80.0,Medium,77
27,175.0,74.0,High,77
26,180.0,78.0,High,77
28,178.0,74.0,Medium,77
25,184.0,82.0,Medium,77
35,185.0,80.0,Low,77
28,185.0,78.0,Medium,77
24,182.0,79.0,High,77
27,168.0,62.0,High,77
32,186.0,77.0,Low,77
31,182.0,82.0,Medium,77
26,180.0,79.0,High,77
29,188.0,74.0,Medium,77
34,184.0,81.0,Medium,77
23,181.0,81.0,Low,77
33,178.0,74.0,Medium,77
35,194.0,76.0,Medium,77
27,188.0,83.0,Medium,77
25,170.0,65.0,High,77
22,191.0,87.0,Medium,77
33,180.0,72.0,Medium,77
24,179.0,72.0,High,77
24,185.0,85.0,High,77
31,176.0,75.0,Medium,77
28,175.0,70.0,High,77
26,182.0,77.0,High,77
22,180.0,71.0,Medium,77
26,165.0,68.0,High,77
37,186.0,84.0,Medium,77
22,191.0,85.0,Medium,77
30,185.0,85.0,Medium,77
28,178.0,74.0,High,77
25,185.0,75.0,Medium,77
37,193.0,87.0,Medium,77
27,184.0,75.0,Medium,77
26,178.0,72.0,High,77
34,189.0,79.0,High,77
24,178.0,70.0,High,77
24,190.0,88.0,Medium,77
24,180.0,69.0,High,77
25,178.0,65.0,Medium,77
25,178.0,72.0,Medium,77
23,190.0,88.0,Medium,77
33,174.0,71.0,High,77
25,194.0,88.0,Medium,77
38,191.0,88.0,Medium,77
33,191.0,90.0,High,77
34,167.0,65.0,Low,77
30,181.0,81.0,Medium,77
24,180.0,72.0,Medium,77
26,185.0,83.0,High,77
21,175.0,71.0,High,77
27,174.0,60.0,High,77
25,182.0,73.0,Medium,77
26,184.0,76.0,Medium,77
25,185.0,79.0,Medium,77
23,185.0,77.0,Medium,77
32,171.0,67.0,High,77
23,180.0,76.0,Medium,77
27,191.0,83.0,Medium,77
20,183.0,74.0,Low,77
28,179.0,72.0,Medium,77
35,184.0,82.0,Medium,77
34,182.0,74.0,Medium,77
27,168.0,62.0,Medium,77
23,168.0,70.0,Medium,77
21,183.0,76.0,Medium,77
26,174.0,78.0,Medium,77
24,179.0,72.0,Medium,77
31,172.0,73.0,High,77
33,187.0,71.0,Medium,77
23,176.0,71.0,High,77
32,185.0,75.0,High,77
24,173.0,67.0,High,77
36,190.0,90.0,Medium,77
24,176.0,70.0,Medium,77
27,176.0,70.0,High,77
21,187.0,80.0,High,77
25,188.0,83.0,High,77
28,183.0,82.0,Medium,77
24,181.0,82.0,High,77
21,178.0,67.0,Medium,77
25,185.0,77.0,High,77
26,196.0,89.0,Medium,77
35,190.0,87.0,Low,77
21,186.0,77.0,High,77
31,184.0,82.0,Medium,77
27,180.0,76.0,High,77
29,188.0,81.0,Medium,77
37,187.0,84.0,Medium,77
30,179.0,76.0,Medium,77
25,178.0,72.0,Medium,77
29,175.0,70.0,High,77
29,177.0,70.0,Medium,77
31,177.0,76.0,High,77
29,190.0,85.0,Medium,77
29,192.0,83.0,Medium,77
36,187.0,90.0,Medium,77
26,183.0,74.0,Medium,77
31,178.0,64.0,Medium,77
23,182.0,72.0,High,77
29,179.0,66.0,Medium,77
25,178.0,72.0,High,77
30,184.0,72.0,Medium,77
29,186.0,73.0,High,77
23,170.0,75.0,High,77
30,165.0,63.0,High,77
29,168.0,65.0,High,77
29,201.0,93.0,Medium,77
27,186.0,90.0,High,77
24,190.0,76.0,Medium,77
33,186.0,101.0,Medium,77
22,177.0,86.0,High,77
32,188.0,89.0,Medium,77
27,189.0,83.0,High,77
29,185.0,80.0,Medium,77
26,185.0,79.0,High,77
27,183.0,75.0,Medium,77
31,180.0,75.0,Medium,77
27,187.0,84.0,High,77
33,177.0,75.0,High,77
28,188.0,79.0,Medium,77
32,181.0,79.0,Medium,77
24,185.0,86.0,High,77
22,186.0,79.0,Medium,77
21,179.0,82.0,High,77
32,170.0,66.0,High,77
23,188.0,77.0,Medium,77
23,182.0,75.0,High,77
30,175.0,76.0,High,77
22,182.0,75.0,Medium,77
21,180.0,71.0,Medium,77
20,178.0,70.0,High,77
28,177.0,75.0,Medium,77
20,176.0,68.0,Medium,77
29,185.0,79.0,Medium,77
31,185.0,71.0,Low,77
26,185.0,75.0,Medium,77
28,185.0,85.0,High,77
27,184.0,80.0,High,77
25,192.0,88.0,Medium,77
26,186.0,83.0,High,77
26,180.0,76.0,High,77
22,179.0,70.0,High,77
21,174.0,68.0,Medium,77
32,173.0,70.0,High,77
19,184.0,74.0,Medium,77
29,176.0,75.0,Medium,77
26,175.0,73.0,High,77
27,181.0,80.0,High,77
25,187.0,75.0,High,77
23,188.0,70.0,Medium,77
28,187.0,80.0,Low,77
30,179.0,75.0,Medium,77
27,179.0,73.0,Medium,77
30,180.0,78.0,Medium,77
27,182.0,83.0,Medium,77
30,188.0,78.0,Low,77
27,179.0,76.0,High,77
25,175.0,72.0,High,77
20,183.0,74.0,Medium,77
29,180.0,79.0,Medium,77
23,183.0,88.0,High,77
31,176.0,65.0,Medium,77
33,174.0,71.0,High,77
22,172.0,71.0,High,77
25,184.0,80.0,Low,77
29,178.0,81.0,High,77
27,188.0,90.0,Medium,77
31,185.0,86.0,Medium,77
26,186.0,78.0,Medium,77
26,185.0,82.0,Medium,77
32,184.0,77.0,Medium,77
25,183.0,73.0,Medium,77
26,176.0,72.0,Medium,77
27,185.0,80.0,High,77
31,180.0,70.0,Medium,77
31,180.0,84.0,Medium,77
21,186.0,73.0,High,77
23,178.0,73.0,High,77
26,169.0,66.0,Medium,77
30,181.0,78.0,Medium,77
28,178.0,70.0,High,77
24,180.0,68.0,High,77
24,194.0,100.0,High,77
24,182.0,75.0,Medium,77
28,173.0,70.0,High,77
30,178.0,70.0,High,76
23,180.0,82.0,Medium,76
30,187.0,78.0,Medium,76
30,186.0,80.0,High,76
29,180.0,78.0,Medium,76
22,188.0,79.0,Medium,76
20,180.0,72.0,High,76
25,186.0,80.0,Medium,76
28,180.0,73.0,High,76
34,191.0,89.0,Low,76
30,192.0,84.0,Medium,76
22,173.0,63.0,High,76
25,192.0,90.0,Medium,76
29,190.0,88.0,Medium,76
28,196.0,93.0,Medium,76
26,178.0,68.0,Medium,76
21,190.0,82.0,Medium,76
27,187.0,82.0,Medium,76
30,187.0,75.0,High,76
19,180.0,75.0,High,76
34,193.0,84.0,High,76
34,179.0,75.0,Medium,76
25,177.0,70.0,High,76
24,178.0,73.0,High,76
26,178.0,73.0,High,76
27,188.0,77.0,Medium,76
21,180.0,73.0,High,76
26,172.0,72.0,High,76
25,176.0,63.0,High,76
33,165.0,68.0,Medium,76
23,178.0,76.0,High,76
28,188.0,85.0,Medium,76
33,178.0,71.0,High,76
26,190.0,80.0,Medium,76
27,175.0,67.0,Medium,76
33,183.0,83.0,Medium,76
21,184.0,74.0,High,76
25,165.0,65.0,High,76
29,178.0,69.0,Medium,76
31,180.0,76.0,Medium,76
27,188.0,90.0,High,76
27,190.0,83.0,Medium,76
30,176.0,68.0,Medium,76
29,193.0,88.0,Medium,76
28,190.0,87.0,Medium,76
22,189.0,83.0,High,76
30,184.0,87.0,Medium,76
29,175.0,68.0,High,76
24,194.0,82.0,Medium,76
26,187.0,77.0,High,76
23,172.0,69.0,Medium,76
34,178.0,74.0,Medium,76
26,181.0,76.0,High,76
33,191.0,81.0,High,76
35,185.0,77.0,Medium,76
32,175.0,72.0,Medium,76
30,180.0,76.0,High,76
23,178.0,73.0,High,76
22,176.0,63.0,High,76
31,191.0,84.0,Medium,76
28,193.0,82.0,Medium,76
31,187.0,89.0,Medium,76
21,180.0,74.0,High,76
28,183.0,77.0,Medium,76
29,189.0,84.0,Medium,76
31,192.0,83.0,High,76
28,182.0,75.0,Medium,76
31,174.0,76.0,High,76
27,163.0,60.0,High,76
33,176.0,76.0,Medium,76
32,177.0,75.0,Medium,76
26,188.0,83.0,High,76
35,174.0,71.0,Medium,76
28,184.0,77.0,Medium,76
27,177.0,76.0,Medium,76
26,179.0,73.0,High,76
36,175.0,73.0,High,76
26,178.0,72.0,Medium,76
28,178.0,72.0,Medium,76
24,180.0,80.0,Medium,76
23,187.0,80.0,Low,76
31,183.0,75.0,Medium,76
34,174.0,71.0,High,76
31,183.0,76.0,High,76
29,174.0,65.0,High,76
28,188.0,79.0,Medium,76
30,168.0,73.0,High,76
23,181.0,77.0,High,76
22,187.0,84.0,Medium,76
23,175.0,68.0,Medium,76
27,185.0,80.0,High,76
24,175.0,80.0,High,76
22,172.0,75.0,High,76
20,173.0,67.0,High,76
29,182.0,79.0,Medium,76
24,183.0,70.0,Medium,76
23,174.0,70.0,Medium,76
27,186.0,75.0,High,76
31,176.0,75.0,High,76
27,180.0,88.0,High,76
31,179.0,77.0,Medium,76
31,187.0,84.0,Medium,76
32,170.0,65.0,High,76
32,187.0,82.0,Medium,76
27,186.0,81.0,High,76
25,180.0,75.0,Medium,76
21,175.0,70.0,Medium,76
29,180.0,80.0,High,76
28,186.0,88.0,Medium,76
28,178.0,79.0,Medium,76
20,183.0,78.0,High,76
23,185.0,87.0,Medium,76
31,192.0,90.0,High,76
19,190.0,78.0,Medium,76
25,187.0,76.0,Medium,76
23,187.0,80.0,Medium,76
33,179.0,74.0,High,76
33,187.0,82.0,Medium,76
29,186.0,84.0,High,76
25,177.0,75.0,Medium,76
27,182.0,80.0,Medium,76
24,182.0,74.0,Medium,76
24,187.0,69.0,High,76
26,179.0,77.0,High,76
33,174.0,74.0,High,76
30,180.0,83.0,Medium,76
28,185.0,76.0,High,76
26,173.0,64.0,Medium,76
25,188.0,78.0,Medium,76
20,178.0,68.0,Medium,76
30,191.0,82.0,Medium,76
26,180.0,74.0,High,76
29,186.0,76.0,Medium,76
26,191.0,102.0,Medium,76
27,185.0,88.0,Medium,76
23,179.0,63.0,Medium,76
33,177.0,75.0,High,76
31,175.0,72.0,Medium,76
31,182.0,78.0,Medium,76
27,176.0,70.0,High,76
33,188.0,83.0,Medium,76
26,175.0,75.0,Medium,76
32,179.0,77.0,Medium,76
34,186.0,77.0,Medium,76
26,183.0,78.0,Medium,76
28,181.0,72.0,High,76
29,188.0,86.0,Medium,76
22,178.0,76.0,High,76
33,176.0,76.0,Medium,76
35,182.0,81.0,Medium,76
30,203.0,110.0,Medium,76
27,178.0,69.0,High,76
29,180.0,71.0,High,76
27,197.0,85.0,Medium,76
28,178.0,73.0,Medium,76
31,184.0,83.0,Medium,76
30,173.0,68.0,High,76
27,183.0,79.0,Medium,76
26,188.0,89.0,Medium,76
26,174.0,71.0,High,76
21,180.0,75.0,High,76
24,185.0,76.0,Medium,76
19,176.0,70.0,High,76
32,185.0,80.0,Low,76
25,181.0,77.0,Medium,76
29,175.0,70.0,High,76
34,180.0,77.0,Medium,76
31,180.0,67.0,High,76
22,190.0,80.0,High,76
28,178.0,70.0,High,76
26,179.0,74.0,High,76
27,190.0,83.0,High,76
31,187.0,79.0,High,76
33,177.0,72.0,Medium,76
24,179.0,70.0,Medium,76
27,180.0,71.0,Medium,76
30,184.0,86.0,Medium,76
23,168.0,65.0,High,76
32,183.0,80.0,Medium,76
21,184.0,81.0,Medium,76
28,180.0,77.0,High,76
29,180.0,70.0,Medium,76
25,182.0,81.0,Medium,76
40,187.0,76.0,Medium,76
24,183.0,82.0,High,76
25,177.0,75.0,Medium,76
33,185.0,76.0,Medium,76
22,184.0,73.0,Medium,76
21,180.0,69.0,Medium,76
29,171.0,63.0,Medium,76
29,187.0,89.0,Medium,76
29,183.0,78.0,Medium,76
25,174.0,75.0,Medium,76
31,176.0,77.0,High,76
28,188.0,82.0,Medium,76
29,194.0,82.0,Medium,76
27,185.0,85.0,Medium,76
24,186.0,75.0,High,76
25,172.0,69.0,High,76
30,176.0,70.0,Medium,76
27,174.0,74.0,High,76
29,178.0,76.0,Low,76
27,183.0,70.0,High,76
28,183.0,77.0,Medium,76
29,186.0,87.0,Medium,76
32,189.0,80.0,Medium,76
29,175.0,69.0,Medium,76
23,178.0,70.0,Medium,76
24,181.0,84.0,Medium,76
28,171.0,70.0,High,76
25,178.0,71.0,High,76
27,183.0,73.0,Medium,76
24,179.0,74.0,Medium,76
21,184.0,80.0,Medium,76
25,177.0,79.0,Medium,76
21,181.0,77.0,Medium,76
32,180.0,78.0,Medium,76
29,180.0,71.0,High,76
27,170.0,63.0,Medium,76
28,179.0,72.0,Medium,76
23,175.0,65.0,Medium,76
30,184.0,79.0,High,76
27,183.0,84.0,Low,76
27,186.0,80.0,Medium,76
20,185.0,86.0,Medium,76
26,193.0,93.0,Medium,76
26,185.0,80.0,Medium,76
24,178.0,78.0,Medium,76
21,173.0,73.0,Medium,76
29,195.0,81.0,Medium,76
29,176.0,75.0,Medium,76
25,187.0,80.0,Medium,76
20,179.0,76.0,Medium,76
27,192.0,84.0,Medium,76
30,179.0,74.0,High,76
29,184.0,79.0,High,76
25,175.0,69.0,High,76
23,175.0,65.0,Medium,76
30,180.0,80.0,Medium,76
27,183.0,78.0,Medium,76
33,195.0,92.0,Medium,76
30,190.0,90.0,Medium,76
32,175.0,74.0,Medium,76
33,174.0,72.0,Medium,76
31,183.0,80.0,Medium,76
27,190.0,76.0,Medium,76
28,180.0,72.0,High,76
25,186.0,80.0,Medium,76
20,180.0,76.0,Medium,76
27,183.0,76.0,Medium,76
28,183.0,73.0,High,76
23,173.0,67.0,Medium,76
23,180.0,71.0,Medium,76
25,192.0,90.0,Medium,76
24,176.0,73.0,Medium,76
29,190.0,88.0,Medium,76
27,185.0,75.0,Medium,76
23,193.0,78.0,High,76
27,170.0,66.0,High,76
29,181.0,78.0,Medium,76
34,188.0,87.0,Medium,76
23,183.0,76.0,High,76
20,183.0,75.0,Medium,76
26,176.0,72.0,High,76
27,184.0,76.0,High,76
29,183.0,79.0,Medium,76
31,184.0,78.0,High,76
22,176.0,70.0,High,76
26,187.0,76.0,Medium,76
29,183.0,76.0,High,76
31,189.0,84.0,Medium,76
30,183.0,73.0,Medium,76
26,186.0,86.0,High,76
24,185.0,82.0,Medium,76
27,182.0,67.0,High,76
25,179.0,73.0,High,76
32,182.0,74.0,Medium,76
25,182.0,82.0,Medium,76
20,182.0,89.0,Medium,76
34,185.0,77.0,Medium,76
29,182.0,79.0,Medium,76
31,177.0,73.0,Medium,76
25,182.0,70.0,Medium,76
27,184.0,73.0,High,76
27,171.0,71.0,Medium,76
24,191.0,81.0,Medium,76
29,176.0,73.0,Medium,76
20,173.0,66.0,Medium,76
33,180.0,78.0,High,76
29,166.0,64.0,Medium,76
32,183.0,90.0,High,76
29,178.0,69.0,Medium,76
34,184.0,77.0,Low,76
25,168.0,68.0,Medium,76
29,188.0,84.0,Medium,76
27,172.0,66.0,Medium,76
21,165.0,58.0,High,76
28,180.0,75.0,Medium,76
25,188.0,78.0,Medium,76
28,180.0,78.0,High,76
33,188.0,78.0,Medium,76
22,182.0,82.0,High,76
20,194.0,92.0,Medium,76
33,177.0,75.0,High,76
24,189.0,79.0,High,76
26,187.0,84.0,Medium,76
27,185.0,77.0,Medium,76
21,168.0,64.0,Medium,76
25,166.0,66.0,High,76
22,186.0,85.0,High,76
37,185.0,78.0,Medium,76
24,192.0,85.0,Medium,76
21,175.0,77.0,Medium,76
24,169.0,65.0,High,76
38,191.0,78.0,Low,76
26,186.0,80.0,Medium,76
29,188.0,90.0,Medium,76
29,175.0,70.0,High,76
20,183.0,77.0,High,76
23,181.0,78.0,Medium,76
31,184.0,79.0,Medium,76
30,179.0,70.0,Medium,76
26,186.0,80.0,Medium,76
24,196.0,88.0,Medium,76
30,178.0,69.0,Medium,76
30,171.0,65.0,Medium,76
36,178.0,82.0,High,76
24,183.0,74.0,High,76
23,173.0,63.0,High,76
34,189.0,83.0,Medium,76
29,189.0,84.0,Medium,76
17,188.0,89.0,Medium,76
24,173.0,67.0,Medium,76
24,181.0,74.0,Medium,76
28,184.0,85.0,Low,76
32,188.0,76.0,Medium,76
28,183.0,78.0,Medium,76
24,169.0,62.0,Medium,76
21,180.0,81.0,High,76
28,180.0,79.0,High,76
28,175.0,70.0,Medium,76
28,187.0,78.0,Medium,76
24,180.0,72.0,High,76
23,183.0,75.0,Medium,76
32,173.0,75.0,Medium,76
29,176.0,77.0,Medium,76
27,177.0,72.0,High,76
31,180.0,75.0,Medium,76
27,178.0,74.0,High,76
26,169.0,66.0,Medium,76
24,177.0,70.0,Medium,76
25,188.0,80.0,Medium,76
23,176.0,73.0,Medium,76
31,189.0,79.0,High,76
36,184.0,84.0,Medium,76
27,185.0,78.0,Medium,76
26,165.0,66.0,Medium,76
27,177.0,70.0,High,76
23,178.0,71.0,High,76
24,171.0,65.0,High,76
24,183.0,76.0,Medium,76
33,170.0,67.0,High,76
25,179.0,72.0,Medium,76
26,173.0,68.0,Medium,76
32,188.0,75.0,Low,75
22,183.0,77.0,High,75
24,191.0,82.0,Medium,75
28,182.0,76.0,Medium,75
30,168.0,65.0,Medium,75
29,191.0,92.0,Medium,75
28,192.0,83.0,Medium,75
23,183.0,70.0,High,75
30,186.0,78.0,Medium,75
31,190.0,79.0,Medium,75
27,188.0,85.0,Low,75
33,187.0,76.0,Medium,75
25,177.0,72.0,High,75
28,195.0,88.0,Medium,75
29,188.0,84.0,High,75
23,179.0,70.0,High,75
31,189.0,77.0,Low,75
29,178.0,68.0,Medium,75
28,184.0,85.0,Medium,75
23,187.0,82.0,Medium,75
31,175.0,70.0,Medium,75
27,184.0,75.0,Medium,75
35,191.0,90.0,Medium,75
33,190.0,88.0,Medium,75
32,180.0,76.0,Medium,75
30,188.0,80.0,Low,75
37,180.0,73.0,Medium,75
28,186.0,83.0,Medium,75
28,181.0,79.0,Medium,75
27,184.0,79.0,High,75
22,181.0,75.0,Medium,75
29,198.0,97.0,Medium,75
23,184.0,81.0,Medium,75
22,183.0,76.0,Medium,75
33,188.0,82.0,Medium,75
25,190.0,77.0,Medium,75
29,190.0,88.0,Medium,75
28,180.0,69.0,High,75
22,180.0,75.0,Medium,75
33,189.0,85.0,Medium,75
26,187.0,82.0,Medium,75
23,180.0,75.0,High,75
28,179.0,70.0,Medium,75
29,175.0,68.0,High,75
27,172.0,76.0,Medium,75
31,171.0,63.0,Medium,75
19,175.0,70.0,High,75
28,170.0,77.0,Medium,75
25,185.0,79.0,Medium,75
23,182.0,87.0,High,75
28,174.0,71.0,Medium,75
29,180.0,75.0,Medium,75
23,176.0,70.0,High,75
34,187.0,88.0,Medium,75
24,181.0,79.0,Medium,75
28,180.0,75.0,Medium,75
25,178.0,75.0,High,75
29,184.0,77.0,Medium,75
34,196.0,89.0,Medium,75
28,174.0,66.0,High,75
22,193.0,80.0,Low,75
32,170.0,77.0,High,75
26,173.0,70.0,Medium,75
25,178.0,75.0,High,75
25,189.0,83.0,Medium,75
28,193.0,88.0,High,75
27,183.0,76.0,High,75
26,186.0,82.0,High,75
25,181.0,77.0,Medium,75
27,192.0,80.0,Medium,75
34,193.0,87.0,Medium,75
25,175.0,70.0,High,75
25,183.0,75.0,High,75
29,182.0,82.0,High,75
22,175.0,67.0,Medium,75
26,173.0,75.0,High,75
32,178.0,70.0,High,75
26,180.0,70.0,High,75
20,184.0,74.0,Medium,75
25,177.0,76.0,Medium,75
21,177.0,73.0,High,75
30,180.0,74.0,High,75
26,177.0,68.0,Medium,75
33,178.0,75.0,Medium,75
26,179.0,75.0,High,75
30,185.0,74.0,Low,75
35,187.0,80.0,Medium,75
21,175.0,66.0,High,75
32,186.0,82.0,Medium,75
32,185.0,84.0,Medium,75
33,188.0,77.0,Medium,75
32,177.0,73.0,Medium,75
29,175.0,71.0,High,75
24,185.0,86.0,Medium,75
32,182.0,78.0,High,75
31,183.0,78.0,Medium,75
34,193.0,90.0,Medium,75
32,185.0,80.0,Low,75
28,191.0,88.0,Medium,75
24,187.0,80.0,Medium,75
25,182.0,77.0,Medium,75
28,194.0,88.0,Medium,75
29,191.0,88.0,Medium,75
32,175.0,72.0,Medium,75
31,185.0,74.0,Low,75
26,174.0,75.0,Medium,75
28,169.0,63.0,High,75
39,193.0,89.0,Medium,75
21,179.0,64.0,High,75
30,178.0,68.0,High,75
23,185.0,72.0,Medium,75
20,175.0,59.0,High,75
21,168.0,64.0,High,75
28,187.0,75.0,Medium,75
27,174.0,77.0,Medium,75
23,180.0,78.0,High,75
29,178.0,71.0,High,75
35,187.0,81.0,High,75
27,180.0,79.0,Medium,75
26,173.0,70.0,High,75
24,184.0,77.0,Medium,75
26,184.0,79.0,Medium,75
25,175.0,72.0,Medium,75
20,175.0,70.0,High,75
22,178.0,65.0,High,75
22,187.0,77.0,Low,75
26,185.0,73.0,Medium,75
25,180.0,76.0,Medium,75
25,177.0,71.0,High,75
28,188.0,80.0,Medium,75
25,175.0,70.0,High,75
33,180.0,75.0,High,75
28,187.0,76.0,High,75
33,172.0,66.0,High,75
23,187.0,76.0,Medium,75
30,192.0,85.0,High,75
22,185.0,76.0,Medium,75
23,173.0,64.0,High,75
24,172.0,75.0,High,75
27,177.0,74.0,High,75
32,191.0,83.0,Medium,75
25,176.0,72.0,Medium,75
26,184.0,73.0,High,75
31,175.0,65.0,Medium,75
38,184.0,84.0,Medium,75
25,168.0,63.0,High,75
26,185.0,76.0,Medium,75
22,180.0,70.0,High,75
26,186.0,83.0,Medium,75
24,175.0,72.0,Medium,75
26,176.0,67.0,High,75
24,185.0,85.0,Medium,75
23,170.0,62.0,High,75
26,188.0,76.0,High,75
29,192.0,91.0,Medium,75
33,178.0,65.0,Medium,75
36,173.0,69.0,High,75
32,185.0,84.0,Medium,75
24,191.0,85.0,Medium,75
29,185.0,85.0,Medium,75
33,172.0,71.0,Medium,75
24,184.0,76.0,Medium,75
25,179.0,80.0,Medium,75
25,184.0,73.0,High,75
27,182.0,77.0,Medium,75
26,180.0,75.0,Medium,75
30,173.0,79.0,High,75
25,184.0,76.0,Medium,75
24,174.0,78.0,Medium,75
24,171.0,66.0,High,75
26,184.0,80.0,High,75
31,193.0,87.0,High,75
30,188.0,75.0,Low,75
28,170.0,64.0,Medium,75
26,182.0,72.0,High,75
23,184.0,75.0,Medium,75
23,182.0,76.0,High,75
21,175.0,69.0,High,75
28,180.0,80.0,High,75
22,182.0,71.0,Medium,75
27,184.0,81.0,Medium,75
25,176.0,73.0,High,75
26,181.0,80.0,Medium,75
30,182.0,79.0,Medium,75
23,184.0,76.0,High,75
27,180.0,75.0,Medium,75
29,176.0,73.0,High,75
34,197.0,92.0,Medium,75
27,180.0,76.0,Medium,75
28,185.0,82.0,Medium,75
20,167.0,60.0,Medium,75
30,189.0,85.0,Medium,75
26,174.0,78.0,Medium,75
25,182.0,77.0,Medium,75
20,186.0,80.0,Medium,75
25,180.0,73.0,High,75
25,179.0,73.0,High,75
24,172.0,63.0,Medium,75
28,189.0,86.0,Medium,75
25,173.0,68.0,High,75
26,177.0,77.0,Medium,75
26,193.0,79.0,Medium,75
29,188.0,88.0,Medium,75
25,187.0,81.0,Medium,75
25,182.0,79.0,High,75
24,184.0,71.0,Low,75
29,178.0,71.0,High,75
25,178.0,75.0,Medium,75
27,195.0,79.0,Medium,75
25,188.0,80.0,High,75
25,175.0,72.0,Medium,75
32,188.0,75.0,Medium,75
29,185.0,79.0,Medium,75
21,183.0,70.0,Medium,75
32,173.0,70.0,High,75
28,174.0,73.0,High,75
29,168.0,64.0,Medium,75
25,180.0,66.0,High,75
25,177.0,71.0,High,75
21,176.0,71.0,High,75
23,172.0,64.0,High,75
33,172.0,72.0,Medium,75
23,175.0,72.0,Medium,75
31,192.0,84.0,Low,75
26,188.0,84.0,Medium,75
26,177.0,73.0,Medium,75
25,176.0,72.0,Medium,75
30,183.0,81.0,Low,75
25,189.0,90.0,Medium,75
32,165.0,64.0,High,75
25,191.0,95.0,Medium,75
29,167.0,62.0,High,75
30,177.0,71.0,Medium,75
31,172.0,66.0,Medium,75
25,186.0,84.0,High,75
34,183.0,82.0,Medium,75
30,187.0,82.0,Medium,75
33,172.0,72.0,Medium,75
29,188.0,84.0,Medium,75
30,176.0,80.0,Low,75
25,185.0,85.0,High,75
33,185.0,83.0,High,75
28,182.0,84.0,Medium,75
25,178.0,75.0,High,75
33,178.0,83.0,High,75
27,180.0,76.0,Medium,75
24,185.0,69.0,Medium,75
26,191.0,86.0,Medium,75
23,175.0,70.0,High,75
27,178.0,71.0,Medium,75
25,186.0,85.0,Medium,75
20,183.0,74.0,Medium,75
34,182.0,76.0,Medium,75
28,183.0,84.0,Medium,75
36,186.0,79.0,Medium,75
28,186.0,74.0,Medium,75
29,183.0,75.0,High,75
32,187.0,86.0,Medium,75
31,190.0,85.0,Medium,75
22,194.0,83.0,Medium,75
27,193.0,79.0,Medium,75
29,176.0,73.0,High,75
23,188.0,86.0,High,75
29,180.0,69.0,High,75
21,185.0,84.0,Medium,75
22,183.0,73.0,Medium,75
21,187.0,78.0,Medium,75
36,182.0,77.0,Low,75
23,191.0,86.0,High,75
28,190.0,90.0,High,75
31,196.0,89.0,Medium,75
27,179.0,72.0,High,75
22,186.0,79.0,Medium,75
33,187.0,84.0,Medium,75
25,187.0,81.0,Medium,75
33,177.0,70.0,Medium,75
33,187.0,78.0,High,75
23,170.0,70.0,High,75
29,178.0,81.0,High,75
27,184.0,78.0,Medium,75
36,185.0,83.0,Low,75
27,178.0,76.0,Medium,75
23,178.0,73.0,High,75
30,192.0,78.0,Medium,75
30,182.0,85.0,High,75
29,186.0,80.0,Medium,75
21,188.0,70.0,Medium,75
26,181.0,66.0,Medium,75
